,B-A-*-*-UB-*,B-FA-*-*-*-*,B-FZ-*-*-APR-*,B-FZ-*-*-V-*,B-Mod-*-*-*-*,B-WF-ABZ-*-FZW-*,B-WF-ABZ-*-IDZ-*,B-WF-AK-RE-FEL-*,B-WF-AK-RE-FKR-*,B-WF-AK-RS-ERx-*,B-WF-AK-RS-FA-*,B-WF-AK-RS-FBL-*,B-WF-AK-RS-FLL-SB,B-WF-AK-RS-FPD-*,B-WF-AK-RS-FPP-*,B-WF-AK-RS-FVE-*,B-WF-HP-*-IB-*,B-WF-HP-*-IFHE-*,B-WF-HP-*-IFSE-*,B-WF-HP-*-IW-*,B-WF-HP-*-IZ-*,B-WF-HP-*-PS-IBD,B-WF-HP-*-PS-IR,B-WF-HP-*-PS-IW,B-WF-Mot-*-FVW-*,B-WF-Mot-*-IAV-*,B-WF-Mot-*-IDW-*,B-WF-Mot-*-IEM-*,B-WF-RA-*-ARP-*,B-WF-RA-*-FP-*,B-WF-RA-*-FU-*,B-WF-RA-*-N-ARFa,B-WF-RA-*-N-ARFr,K-A-*-*-A-*,K-A-*-*-UB-*,K-E-*-*-ECM-*| Mitgefühl mit anderen (EC),K-E-*-*-ECS-*| Sorge um andere Person (EC),K-E-*-*-PT-*| Empathie für Dritte* bzw. bezogen auf die vorliegende Situation (PT),K-FA-*-*-A-*,K-FZ-*-*-F-*,K-FZ-*-*-NPR-*,K-WF-ABZ-*-Erw-*,K-WF-ABZ-*-Ziel-*,K-WF-AKP-*-Abl-*,K-WF-AKP-*-EG-*,K-WF-AKP-*-Nachf-*,K-WF-AKP-*-PDar-*,K-WF-AKP-*-PDef-*,K-WF-AKP-*-PPers-*,K-WF-AKP-*-RBL-*,K-WF-AKP-*-Zust-*,K-WF-HP-*-BerUH-*,K-WF-HP-*-Erf-*,K-WF-HP-*-MErf-*,K-WF-HP-*-NegRH-*,K-WF-HP-*-PosR-*,K-WF-HP-*-PosRH-*,K-WF-Mot-*-GV-*,K-WF-Mot-*-VW-*,K-WF-RA-*-RF-*,K-WF-RA-*-RP-*
B-WF-AK-RS-FA-*,0.0,0.0,0.014084507042253521,0.0,0.07042253521126761,0.0,0.0,0.04225352112676056,0.0,0.014084507042253521,0.0,0.0,0.0,0.028169014084507043,0.028169014084507043,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.15492957746478872,0.028169014084507043,0.07042253521126761,0.014084507042253521,0.19718309859154928,0.09859154929577464,0.014084507042253521,0.014084507042253521,0.04225352112676056,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.014084507042253521,0.056338028169014086,0.0,0.0
B-WF-AK-RS-FBL-*,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.0,0.35555555555555557,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223
B-WF-AK-RS-FLL-SB,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.09615384615384616,0.019230769230769232,0.11538461538461539,0.11538461538461539,0.15384615384615385,0.09615384615384616,0.11538461538461539,0.019230769230769232,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0
B-WF-AK-RS-FPD-*,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.10344827586206896,0.0,0.4827586206896552,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0
B-WF-AK-RS-FPP-*,0.005076142131979695,0.0,0.01015228426395939,0.0,0.025380710659898477,0.0,0.005076142131979695,0.01015228426395939,0.0,0.02030456852791878,0.0,0.005076142131979695,0.0,0.0,0.030456852791878174,0.0,0.0,0.005076142131979695,0.030456852791878174,0.0,0.0,0.015228426395939087,0.0,0.0,0.0,0.0,0.0,0.0,0.005076142131979695,0.015228426395939087,0.0,0.01015228426395939,0.0,0.0,0.005076142131979695,0.0,0.02030456852791878,0.005076142131979695,0.0,0.0,0.005076142131979695,0.0,0.005076142131979695,0.050761421319796954,0.04568527918781726,0.03553299492385787,0.1116751269035533,0.06091370558375635,0.0,0.03553299492385787,0.30456852791878175,0.0,0.0,0.005076142131979695,0.01015228426395939,0.03553299492385787,0.050761421319796954,0.0,0.005076142131979695,0.005076142131979695,0.01015228426395939
B-WF-AK-RS-FVE-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B-WF-HP-*-IB-*,0.0196078431372549,0.0,0.0196078431372549,0.0,0.058823529411764705,0.0,0.0,0.0784313725490196,0.0,0.13725490196078433,0.0392156862745098,0.0196078431372549,0.0,0.0,0.058823529411764705,0.0,0.0392156862745098,0.0,0.0784313725490196,0.0,0.0,0.11764705882352941,0.0196078431372549,0.0,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0196078431372549
B-WF-HP-*-IFHE-*,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.047619047619047616,0.0,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.023809523809523808,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.023809523809523808,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,0.19047619047619047,0.0,0.0,0.0,0.0
B-WF-HP-*-IFSE-*,0.0,0.0,0.023255813953488372,0.0,0.09302325581395349,0.011627906976744186,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0,0.0,0.10465116279069768,0.0,0.03488372093023256,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.0,0.05813953488372093,0.06976744186046512,0.0,0.0,0.011627906976744186,0.0,0.046511627906976744,0.011627906976744186,0.023255813953488372,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.05813953488372093,0.05813953488372093,0.0,0.046511627906976744,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.011627906976744186,0.046511627906976744,0.05813953488372093,0.0,0.03488372093023256,0.0,0.011627906976744186
B-WF-HP-*-IW-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
B-WF-HP-*-IZ-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B-WF-HP-*-PS-IBD,0.02702702702702703,0.005405405405405406,0.021621621621621623,0.005405405405405406,0.05945945945945946,0.005405405405405406,0.010810810810810811,0.05405405405405406,0.0,0.08648648648648649,0.021621621621621623,0.043243243243243246,0.04864864864864865,0.005405405405405406,0.10270270270270271,0.0,0.016216216216216217,0.043243243243243246,0.04864864864864865,0.0,0.0,0.06486486486486487,0.016216216216216217,0.0,0.021621621621621623,0.0,0.010810810810810811,0.032432432432432434,0.02702702702702703,0.03783783783783784,0.016216216216216217,0.010810810810810811,0.005405405405405406,0.005405405405405406,0.0,0.005405405405405406,0.005405405405405406,0.005405405405405406,0.0,0.005405405405405406,0.0,0.005405405405405406,0.0,0.0,0.021621621621621623,0.010810810810810811,0.021621621621621623,0.005405405405405406,0.0,0.010810810810810811,0.016216216216216217,0.0,0.0,0.0,0.0,0.021621621621621623,0.005405405405405406,0.0,0.0,0.005405405405405406,0.0
B-WF-HP-*-PS-IR,0.0392156862745098,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0392156862745098,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,0.0,0.0196078431372549,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0196078431372549,0.09803921568627451,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0392156862745098,0.058823529411764705,0.23529411764705882,0.0,0.0196078431372549,0.0,0.0
B-WF-HP-*-PS-IW,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
B-WF-Mot-*-FVW-*,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0
B-WF-Mot-*-IAV-*,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
B-WF-Mot-*-IDW-*,0.0,0.04938271604938271,0.024691358024691357,0.012345679012345678,0.13580246913580246,0.0,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.07407407407407407,0.09876543209876543,0.012345679012345678,0.037037037037037035,0.012345679012345678,0.04938271604938271,0.0,0.012345679012345678,0.0,0.012345679012345678,0.0,0.012345679012345678,0.024691358024691357,0.0,0.024691358024691357,0.0,0.0,0.012345679012345678,0.04938271604938271,0.024691358024691357,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.024691358024691357,0.012345679012345678,0.0,0.0,0.024691358024691357,0.012345679012345678,0.0,0.012345679012345678,0.012345679012345678,0.0,0.024691358024691357,0.012345679012345678,0.0,0.0,0.0,0.04938271604938271,0.0,0.0,0.012345679012345678,0.0,0.0
B-WF-Mot-*-IEM-*,0.0,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.05172413793103448,0.0,0.017241379310344827,0.034482758620689655,0.0,0.017241379310344827,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.034482758620689655,0.0,0.0,0.08620689655172414,0.08620689655172414,0.0,0.0,0.034482758620689655,0.017241379310344827,0.0,0.0,0.0,0.034482758620689655,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.0,0.017241379310344827,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.034482758620689655,0.08620689655172414,0.0,0.0,0.017241379310344827,0.0
B-WF-RA-*-ARP-*,0.0,0.0,0.03125,0.0,0.09375,0.03125,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.0,0.09375,0.0,0.0,0.0,0.03125,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.0,0.03125,0.0,0.125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.03125,0.1875,0.0,0.0,0.03125,0.0625
B-WF-RA-*-FP-*,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.014492753623188406,0.0,0.028985507246376812,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057971014492753624,0.0,0.0,0.014492753623188406,0.014492753623188406,0.0,0.0,0.0,0.028985507246376812,0.014492753623188406,0.11594202898550725,0.014492753623188406,0.2463768115942029,0.2318840579710145,0.014492753623188406,0.014492753623188406,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.014492753623188406,0.0,0.0
B-WF-RA-*-FU-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.25,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0
B-WF-RA-*-N-ARFa,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.05,0.1,0.0
B-WF-RA-*-N-ARFr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
K-A-*-*-A-*,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K-A-*-*-UB-*,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
