,B-A-*-*-UB-*,B-FA-*-*-*-*,B-FZ-*-*-APR-*,B-FZ-*-*-V-*,B-Mod-*-*-*-*,B-WF-ABZ-*-FZW-*,B-WF-ABZ-*-IDZ-*,B-WF-AK-RE-FEL-*,B-WF-AK-RE-FKR-*,B-WF-AK-RS-ERx-*,B-WF-AK-RS-FA-*,B-WF-AK-RS-FBL-*,B-WF-AK-RS-FLL-SB,B-WF-AK-RS-FPD-*,B-WF-AK-RS-FPP-*,B-WF-AK-RS-FVE-*,B-WF-HP-*-IB-*,B-WF-HP-*-IFHE-*,B-WF-HP-*-IFSE-*,B-WF-HP-*-IW-*,B-WF-HP-*-IZ-*,B-WF-HP-*-PS-IBD,B-WF-HP-*-PS-IR,B-WF-HP-*-PS-IW,B-WF-Mot-*-FVW-*,B-WF-Mot-*-IAV-*,B-WF-Mot-*-IDW-*,B-WF-Mot-*-IEM-*,B-WF-RA-*-ARP-*,B-WF-RA-*-FP-*,B-WF-RA-*-FU-*,B-WF-RA-*-N-ARFa,B-WF-RA-*-N-ARFr,K-A-*-*-A-*,K-A-*-*-UB-*,K-E-*-*-ECM-*| Mitgefühl mit anderen (EC),K-E-*-*-ECS-*| Sorge um andere Person (EC),K-E-*-*-PT-*| Empathie für Dritte* bzw. bezogen auf die vorliegende Situation (PT),K-FA-*-*-A-*,K-FZ-*-*-F-*,K-FZ-*-*-NPR-*,K-WF-ABZ-*-Erw-*,K-WF-ABZ-*-Ziel-*,K-WF-AKP-*-Abl-*,K-WF-AKP-*-EG-*,K-WF-AKP-*-Nachf-*,K-WF-AKP-*-PDar-*,K-WF-AKP-*-PDef-*,K-WF-AKP-*-PPers-*,K-WF-AKP-*-RBL-*,K-WF-AKP-*-Zust-*,K-WF-HP-*-BerUH-*,K-WF-HP-*-Erf-*,K-WF-HP-*-MErf-*,K-WF-HP-*-NegRH-*,K-WF-HP-*-PosR-*,K-WF-HP-*-PosRH-*,K-WF-Mot-*-GV-*,K-WF-Mot-*-VW-*,K-WF-RA-*-RF-*,K-WF-RA-*-RP-*
B-WF-AK-RS-FA-*,0.0,0.0,0.013333333333333334,0.0,0.04,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.16,0.013333333333333334,0.06666666666666667,0.04,0.22666666666666666,0.10666666666666667,0.013333333333333334,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.013333333333333334,0.013333333333333334,0.06666666666666667,0.0,0.013333333333333334
B-WF-AK-RS-FBL-*,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.045454545454545456,0.022727272727272728,0.09090909090909091,0.045454545454545456,0.0,0.4772727272727273,0.045454545454545456,0.022727272727272728,0.0,0.0,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.0,0.0,0.022727272727272728
B-WF-AK-RS-FLL-SB,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.03636363636363636,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.05454545454545454,0.03636363636363636,0.14545454545454545,0.07272727272727272,0.16363636363636364,0.07272727272727272,0.07272727272727272,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0
B-WF-AK-RS-FPD-*,0.0,0.0,0.0,0.0,0.0625,0.03125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.03125,0.03125,0.0,0.03125,0.0,0.03125,0.0625,0.0,0.5,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
B-WF-AK-RS-FPP-*,0.004739336492890996,0.0,0.009478672985781991,0.0,0.018957345971563982,0.0,0.0,0.009478672985781991,0.0,0.018957345971563982,0.009478672985781991,0.004739336492890996,0.0,0.0,0.009478672985781991,0.0,0.0,0.009478672985781991,0.009478672985781991,0.0,0.0,0.018957345971563982,0.004739336492890996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004739336492890996,0.0,0.0,0.0,0.0,0.009478672985781991,0.009478672985781991,0.004739336492890996,0.0,0.0,0.004739336492890996,0.009478672985781991,0.03317535545023697,0.06635071090047394,0.023696682464454975,0.10426540284360189,0.07582938388625593,0.0,0.037914691943127965,0.3459715639810427,0.004739336492890996,0.004739336492890996,0.004739336492890996,0.009478672985781991,0.052132701421800945,0.04265402843601896,0.0,0.004739336492890996,0.004739336492890996,0.014218009478672985
B-WF-AK-RS-FVE-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B-WF-HP-*-IB-*,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.08823529411764706,0.029411764705882353,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.14705882352941177,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
B-WF-HP-*-IFHE-*,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.0,0.10256410256410256,0.0,0.0,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.02564102564102564,0.0,0.1282051282051282,0.0,0.0,0.0,0.0
B-WF-HP-*-IFSE-*,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,0.010869565217391304,0.0,0.03260869565217391,0.0,0.021739130434782608,0.010869565217391304,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.14130434782608695,0.0,0.021739130434782608,0.03260869565217391,0.0,0.010869565217391304,0.0,0.05434782608695652,0.07608695652173914,0.0,0.010869565217391304,0.010869565217391304,0.0,0.05434782608695652,0.010869565217391304,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.010869565217391304,0.010869565217391304,0.043478260869565216,0.05434782608695652,0.010869565217391304,0.021739130434782608,0.0,0.010869565217391304,0.05434782608695652,0.0,0.0,0.0,0.010869565217391304,0.03260869565217391,0.043478260869565216,0.0,0.03260869565217391,0.0,0.010869565217391304
B-WF-HP-*-IW-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
B-WF-HP-*-IZ-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
B-WF-HP-*-PS-IBD,0.0055248618784530384,0.0055248618784530384,0.027624309392265192,0.0055248618784530384,0.049723756906077346,0.0055248618784530384,0.016574585635359115,0.055248618784530384,0.0,0.06629834254143646,0.016574585635359115,0.03314917127071823,0.03314917127071823,0.0055248618784530384,0.08287292817679558,0.0055248618784530384,0.011049723756906077,0.03867403314917127,0.08839779005524862,0.0,0.0,0.055248618784530384,0.027624309392265192,0.0,0.016574585635359115,0.0,0.011049723756906077,0.027624309392265192,0.022099447513812154,0.03867403314917127,0.011049723756906077,0.016574585635359115,0.011049723756906077,0.0055248618784530384,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.011049723756906077,0.011049723756906077,0.0,0.0,0.03867403314917127,0.016574585635359115,0.016574585635359115,0.011049723756906077,0.0,0.016574585635359115,0.03314917127071823,0.0,0.0,0.0,0.0,0.03314917127071823,0.0055248618784530384,0.0,0.0,0.0055248618784530384,0.0
B-WF-HP-*-PS-IR,0.031746031746031744,0.0,0.0,0.0,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.015873015873015872,0.0,0.0,0.12698412698412698,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.031746031746031744,0.015873015873015872,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.07936507936507936,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.031746031746031744,0.015873015873015872,0.30158730158730157,0.0,0.031746031746031744,0.031746031746031744,0.0
B-WF-HP-*-PS-IW,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
B-WF-Mot-*-FVW-*,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0
B-WF-Mot-*-IAV-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
B-WF-Mot-*-IDW-*,0.0,0.031578947368421054,0.031578947368421054,0.021052631578947368,0.11578947368421053,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.11578947368421053,0.07368421052631578,0.010526315789473684,0.042105263157894736,0.021052631578947368,0.05263157894736842,0.010526315789473684,0.010526315789473684,0.0,0.010526315789473684,0.0,0.010526315789473684,0.031578947368421054,0.010526315789473684,0.0,0.0,0.010526315789473684,0.010526315789473684,0.042105263157894736,0.021052631578947368,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.031578947368421054,0.0,0.0,0.0,0.021052631578947368,0.010526315789473684,0.0,0.0,0.010526315789473684,0.0,0.010526315789473684,0.010526315789473684,0.0,0.0,0.0,0.042105263157894736,0.0,0.0,0.010526315789473684,0.0,0.0
B-WF-Mot-*-IEM-*,0.0,0.0,0.034482758620689655,0.017241379310344827,0.05172413793103448,0.0,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.08620689655172414,0.0,0.0,0.08620689655172414,0.06896551724137931,0.0,0.0,0.034482758620689655,0.05172413793103448,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.0,0.017241379310344827,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.05172413793103448,0.08620689655172414,0.0,0.0,0.017241379310344827,0.0
B-WF-RA-*-ARP-*,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.25925925925925924,0.0,0.0,0.037037037037037035,0.1111111111111111
B-WF-RA-*-FP-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.03278688524590164,0.01639344262295082,0.0,0.0,0.0,0.03278688524590164,0.01639344262295082,0.11475409836065574,0.0,0.29508196721311475,0.21311475409836064,0.0,0.04918032786885246,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0
B-WF-RA-*-FU-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0
B-WF-RA-*-N-ARFa,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.23809523809523808,0.0
B-WF-RA-*-N-ARFr,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
K-A-*-*-A-*,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
