,B-A-*-*-UB-*,B-FA-*-*-*-*,B-FZ-*-*-APR-*,B-FZ-*-*-V-*,B-Mod-*-*-*-*,B-WF-ABZ-*-FZW-*,B-WF-ABZ-*-IDZ-*,B-WF-AK-RE-FEL-*,B-WF-AK-RE-FKR-*,B-WF-AK-RS-ERx-*,B-WF-AK-RS-FA-*,B-WF-AK-RS-FBL-*,B-WF-AK-RS-FLL-SB,B-WF-AK-RS-FPD-*,B-WF-AK-RS-FPP-*,B-WF-AK-RS-FVE-*,B-WF-HP-*-IB-*,B-WF-HP-*-IFHE-*,B-WF-HP-*-IFSE-*,B-WF-HP-*-IW-*,B-WF-HP-*-IZ-*,B-WF-HP-*-PS-IBD,B-WF-HP-*-PS-IR,B-WF-HP-*-PS-IW,B-WF-Mot-*-FVW-*,B-WF-Mot-*-IAV-*,B-WF-Mot-*-IDW-*,B-WF-Mot-*-IEM-*,B-WF-RA-*-ARP-*,B-WF-RA-*-FP-*,B-WF-RA-*-FU-*,B-WF-RA-*-N-ARFa,B-WF-RA-*-N-ARFr,K-A-*-*-A-*,K-A-*-*-UB-*,K-E-*-*-ECM-*| Mitgefühl mit anderen (EC),K-E-*-*-ECS-*| Sorge um andere Person (EC),K-E-*-*-PT-*| Empathie für Dritte* bzw. bezogen auf die vorliegende Situation (PT),K-FA-*-*-A-*,K-FZ-*-*-F-*,K-FZ-*-*-NPR-*,K-WF-ABZ-*-Erw-*,K-WF-ABZ-*-Ziel-*,K-WF-AKP-*-Abl-*,K-WF-AKP-*-EG-*,K-WF-AKP-*-Nachf-*,K-WF-AKP-*-PDar-*,K-WF-AKP-*-PDef-*,K-WF-AKP-*-PPers-*,K-WF-AKP-*-RBL-*,K-WF-AKP-*-Zust-*,K-WF-HP-*-BerUH-*,K-WF-HP-*-Erf-*,K-WF-HP-*-MErf-*,K-WF-HP-*-NegRH-*,K-WF-HP-*-PosR-*,K-WF-HP-*-PosRH-*,K-WF-Mot-*-GV-*,K-WF-Mot-*-VW-*,K-WF-RA-*-RF-*,K-WF-RA-*-RP-*
B-WF-AK-RS-FA-*,0.0,0.0,0.01282051282051282,0.0,0.05128205128205128,0.0,0.0,0.02564102564102564,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.02564102564102564,0.0641025641025641,0.02564102564102564,0.19230769230769232,0.08974358974358974,0.01282051282051282,0.01282051282051282,0.0641025641025641,0.0,0.0,0.0,0.0,0.05128205128205128,0.01282051282051282,0.01282051282051282,0.0641025641025641,0.0,0.01282051282051282
B-WF-AK-RS-FBL-*,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0851063829787234,0.0851063829787234,0.0,0.0851063829787234,0.02127659574468085,0.0,0.3829787234042553,0.0425531914893617,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.02127659574468085
B-WF-AK-RS-FLL-SB,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.02127659574468085,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.1276595744680851,0.0851063829787234,0.1276595744680851,0.06382978723404255,0.06382978723404255,0.02127659574468085,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0
B-WF-AK-RS-FPD-*,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.0,0.5714285714285714,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
B-WF-AK-RS-FPP-*,0.0,0.0,0.008968609865470852,0.0,0.02242152466367713,0.0,0.0,0.013452914798206279,0.0,0.013452914798206279,0.008968609865470852,0.004484304932735426,0.0,0.0,0.02242152466367713,0.0,0.0,0.008968609865470852,0.017937219730941704,0.0,0.0,0.017937219730941704,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.008968609865470852,0.0,0.008968609865470852,0.0,0.0,0.004484304932735426,0.0,0.004484304932735426,0.013452914798206279,0.0,0.0,0.0,0.004484304932735426,0.008968609865470852,0.04932735426008968,0.06278026905829596,0.004484304932735426,0.1031390134529148,0.05829596412556054,0.0,0.04035874439461883,0.3542600896860987,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.013452914798206279,0.04035874439461883,0.04484304932735426,0.0,0.004484304932735426,0.004484304932735426,0.008968609865470852
B-WF-AK-RS-FVE-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B-WF-HP-*-IB-*,0.02857142857142857,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.11428571428571428,0.0,0.14285714285714285,0.05714285714285714,0.02857142857142857,0.0,0.0,0.05714285714285714,0.0,0.02857142857142857,0.0,0.05714285714285714,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857
B-WF-HP-*-IFHE-*,0.0,0.0,0.027777777777777776,0.0,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.19444444444444445,0.0,0.0,0.0,0.0
B-WF-HP-*-IFSE-*,0.0,0.0,0.011764705882352941,0.0,0.07058823529411765,0.011764705882352941,0.0,0.03529411764705882,0.0,0.023529411764705882,0.011764705882352941,0.023529411764705882,0.011764705882352941,0.011764705882352941,0.15294117647058825,0.0,0.011764705882352941,0.011764705882352941,0.0,0.011764705882352941,0.0,0.03529411764705882,0.058823529411764705,0.0,0.011764705882352941,0.011764705882352941,0.0,0.047058823529411764,0.0,0.023529411764705882,0.011764705882352941,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.058823529411764705,0.011764705882352941,0.023529411764705882,0.03529411764705882,0.0,0.011764705882352941,0.07058823529411765,0.0,0.0,0.0,0.011764705882352941,0.047058823529411764,0.047058823529411764,0.0,0.023529411764705882,0.0,0.0
B-WF-HP-*-IW-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
B-WF-HP-*-IZ-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
B-WF-HP-*-PS-IBD,0.030120481927710843,0.006024096385542169,0.012048192771084338,0.006024096385542169,0.05421686746987952,0.006024096385542169,0.012048192771084338,0.04819277108433735,0.0,0.07228915662650602,0.012048192771084338,0.060240963855421686,0.024096385542168676,0.006024096385542169,0.0783132530120482,0.0,0.006024096385542169,0.024096385542168676,0.08433734939759036,0.0,0.0,0.08433734939759036,0.04216867469879518,0.0,0.018072289156626505,0.0,0.012048192771084338,0.018072289156626505,0.024096385542168676,0.030120481927710843,0.012048192771084338,0.006024096385542169,0.006024096385542169,0.0,0.006024096385542169,0.0,0.006024096385542169,0.006024096385542169,0.0,0.006024096385542169,0.012048192771084338,0.006024096385542169,0.006024096385542169,0.0,0.018072289156626505,0.012048192771084338,0.030120481927710843,0.006024096385542169,0.0,0.024096385542168676,0.030120481927710843,0.0,0.0,0.0,0.0,0.018072289156626505,0.012048192771084338,0.0,0.0,0.006024096385542169,0.0
B-WF-HP-*-PS-IR,0.06666666666666667,0.0,0.022222222222222223,0.0,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.044444444444444446,0.0,0.044444444444444446,0.0,0.022222222222222223,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.0,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.06666666666666667,0.15555555555555556,0.0,0.022222222222222223,0.044444444444444446,0.0
B-WF-HP-*-PS-IW,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
B-WF-Mot-*-FVW-*,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.0
B-WF-Mot-*-IAV-*,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125
B-WF-Mot-*-IDW-*,0.0,0.033707865168539325,0.011235955056179775,0.033707865168539325,0.12359550561797752,0.02247191011235955,0.02247191011235955,0.033707865168539325,0.0,0.10112359550561797,0.0898876404494382,0.011235955056179775,0.02247191011235955,0.02247191011235955,0.07865168539325842,0.011235955056179775,0.0,0.0,0.0,0.0,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.011235955056179775,0.0,0.011235955056179775,0.011235955056179775,0.02247191011235955,0.033707865168539325,0.0898876404494382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.0,0.0,0.011235955056179775,0.011235955056179775,0.0,0.011235955056179775,0.011235955056179775,0.0,0.011235955056179775,0.011235955056179775,0.0,0.0,0.0,0.0449438202247191,0.0,0.0,0.0,0.0,0.011235955056179775
B-WF-Mot-*-IEM-*,0.0,0.0,0.057692307692307696,0.038461538461538464,0.057692307692307696,0.0,0.0,0.057692307692307696,0.0,0.0,0.07692307692307693,0.038461538461538464,0.057692307692307696,0.038461538461538464,0.07692307692307693,0.0,0.0,0.07692307692307693,0.057692307692307696,0.0,0.0,0.019230769230769232,0.038461538461538464,0.0,0.0,0.0,0.057692307692307696,0.0,0.038461538461538464,0.038461538461538464,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.057692307692307696,0.0,0.0,0.0,0.0
B-WF-RA-*-ARP-*,0.0,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035
B-WF-RA-*-FP-*,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.09722222222222222,0.0,0.3194444444444444,0.2777777777777778,0.013888888888888888,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0
B-WF-RA-*-FU-*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0
B-WF-RA-*-N-ARFa,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.2,0.0
B-WF-RA-*-N-ARFr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
K-A-*-*-A-*,0.0,0.07142857142857142,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
